order_item_id,order_id,product_id,quantity,unit_price,discount_pct
OI00072370,O0041200,P0159,2,183.02,0.0
OI00072377,O0041204,P0023,1,977.36,0.0
OI00072446,O0041246,P0139,2,25.05,0.0
OI00072456,O0041252,P0162,1,20.01,0.0
OI00072466,O0041257,P0048,1,54.84,0.0
OI00072467,O0041257,P0043,2,293.28,0.0
OI00072471,O0041260,P0152,1,15.62,0.0
OI00072472,O0041260,P0136,2,84.24,0.0
OI00072473,O0041260,P0028,1,1194.68,0.0
OI00072492,O0041272,P0121,1,143.21,0.0
OI00072493,O0041272,P0149,1,18.25,0.1
OI00072494,O0041272,P0128,1,70.87,0.0
OI00072512,O0041281,P0131,1,49.62,0.0
OI00072513,O0041281,P0032,1,910.84,0.0
OI00072527,O0041288,P0167,2,128.36,0.0
OI00072532,O0041292,P0171,1,37.24,0.0
OI00072561,O0041310,P0169,3,189.64,0.1
OI00072562,O0041311,P0021,1,627.53,0.0
OI00072563,O0041311,P0075,1,52.92,0.0
OI00072583,O0041320,P0061,1,391.73,0.0
OI00072598,O0041330,P0017,1,1685.59,0.1
OI00072599,O0041330,P0042,1,120.77,0.05
OI00072600,O0041331,P0016,1,934.88,0.0
OI00072631,O0041346,P0123,1,49.55,0.15
OI00072632,O0041346,P0166,1,33.43,0.0
OI00072637,O0041350,P0056,1,127.78,0.1
OI00072638,O0041350,P0121,1,145.04,0.0
OI00072647,O0041358,P0176,1,137.28,0.15
OI00072648,O0041358,P0142,1,12.91,0.0
OI00072649,O0041358,P0168,1,62.27,0.0
OI00072660,O0041364,P0048,1,56.67,0.0
OI00072662,O0041366,P0078,1,133.94,0.0
OI00072666,O0041369,P0129,1,296.33,0.0
OI00072667,O0041369,P0168,1,61.38,0.0
OI00072668,O0041370,P0126,1,192.07,0.0
OI00072669,O0041370,P0067,2,281.22,0.0
OI00072672,O0041373,P0110,3,75.14,0.0
OI00072673,O0041373,P0048,1,57.25,0.0
OI00072674,O0041373,P0015,3,1387.46,0.05
OI00072675,O0041373,P0046,1,341.9,0.0
OI00072711,O0041391,P0083,1,725.93,0.0
OI00072712,O0041391,P0137,1,26.24,0.0
OI00072720,O0041396,P0064,1,129.78,0.0
OI00072736,O0041408,P0004,1,994.5,0.05
OI00072745,O0041415,P0045,1,424.8,0.0
OI00072773,O0041435,P0084,1,631.52,0.0
OI00072792,O0041448,P0123,1,49.07,0.15
OI00072811,O0041455,P0165,1,41.68,0.1
OI00072812,O0041455,P0059,1,49.81,0.05
OI00072813,O0041455,P0032,1,878.03,0.0
OI00072825,O0041464,P0173,2,45.39,0.15
OI00072829,O0041466,P0125,1,281.61,0.0
OI00072830,O0041466,P0063,1,59.15,0.1
OI00072845,O0041475,P0049,1,339.42,0.0
OI00072851,O0041479,P0175,1,12.14,0.1
OI00072852,O0041479,P0014,1,818.13,0.0
OI00072853,O0041480,P0031,1,1318.04,0.1
OI00072868,O0041491,P0170,1,9.56,0.1
OI00072869,O0041491,P0020,1,570.81,0.25
OI00072870,O0041491,P0142,1,12.55,0.0
OI00072883,O0041501,P0050,1,92.07,0.0
OI00072884,O0041501,P0053,1,356.32,0.1
OI00072886,O0041503,P0093,1,86.76,0.1
OI00072912,O0041515,P0148,1,15.18,0.05
OI00072913,O0041515,P0143,1,107.72,0.1
OI00072914,O0041515,P0124,1,65.11,0.1
OI00072927,O0041521,P0135,1,185.15,0.1
OI00072928,O0041521,P0121,1,145.83,0.0
OI00072929,O0041521,P0032,1,901.03,0.0
OI00072940,O0041528,P0006,1,2184.77,0.0
OI00072943,O0041531,P0129,1,296.26,0.05
OI00072944,O0041532,P0169,1,182.01,0.0
OI00072960,O0041540,P0050,1,91.6,0.2
OI00072963,O0041543,P0135,1,179.71,0.0
OI00072964,O0041544,P0060,1,138.28,0.15
OI00072965,O0041544,P0116,1,68.99,0.0
OI00072966,O0041544,P0018,1,1941.69,0.0
OI00072997,O0041561,P0117,1,31.02,0.0
OI00072998,O0041562,P0165,1,39.42,0.05
OI00072999,O0041562,P0180,1,52.55,0.1
OI00073000,O0041562,P0032,1,886.59,0.05
OI00073009,O0041568,P0023,1,983.57,0.0
OI00073010,O0041568,P0177,1,22.59,0.1
OI00073012,O0041570,P0159,1,174.24,0.0
OI00073021,O0041575,P0146,1,53.78,0.05
OI00073055,O0041595,P0094,2,74.07,0.0
OI00073056,O0041595,P0071,1,112.96,0.0
OI00073059,O0041597,P0025,1,421.28,0.0
OI00073060,O0041597,P0088,1,296.65,0.0
OI00073061,O0041597,P0003,2,1250.25,0.0
OI00073062,O0041597,P0164,1,39.82,0.0
OI00073077,O0041609,P0173,1,46.8,0.0
OI00073078,O0041609,P0007,1,2002.36,0.0
OI00073083,O0041612,P0166,1,32.7,0.05
OI00073086,O0041614,P0034,1,537.73,0.0
OI00073087,O0041614,P0134,1,133.6,0.0
OI00073090,O0041616,P0006,1,2095.43,0.0
OI00073091,O0041616,P0019,1,392.34,0.05
OI00073102,O0041622,P0011,1,1076.83,0.2
OI00073108,O0041626,P0034,1,539.01,0.0
OI00073109,O0041627,P0161,2,64.52,0.15
OI00073110,O0041627,P0028,1,1222.2,0.0
OI00073111,O0041627,P0112,1,40.82,0.0
OI00073128,O0041634,P0104,1,29.76,0.0
OI00073129,O0041634,P0120,1,338.84,0.0
OI00073130,O0041634,P0055,1,341.69,0.0
OI00073136,O0041637,P0091,1,166.83,0.0
OI00073142,O0041640,P0112,1,40.28,0.0
OI00073143,O0041640,P0024,1,506.39,0.0
OI00073153,O0041646,P0171,1,38.51,0.2
OI00073154,O0041646,P0146,1,51.9,0.1
OI00073155,O0041646,P0090,1,207.58,0.0
OI00073156,O0041646,P0092,1,197.6,0.0
OI00073188,O0041664,P0177,1,23.33,0.0
OI00073189,O0041665,P0095,1,294.29,0.0
OI00073207,O0041675,P0073,2,94.07,0.0
OI00073208,O0041675,P0009,2,1289.52,0.0
OI00073220,O0041682,P0152,2,15.1,0.0
OI00073221,O0041682,P0157,1,120.31,0.0
OI00073238,O0041690,P0061,1,376.69,0.05
OI00073239,O0041690,P0076,3,120.14,0.0
OI00073243,O0041693,P0024,1,504.96,0.05
OI00073244,O0041693,P0056,1,132.21,0.0
OI00073246,O0041695,P0039,1,545.54,0.15
OI00073247,O0041695,P0060,1,139.11,0.0
OI00073257,O0041701,P0020,1,554.77,0.0
OI00073267,O0041707,P0069,1,94.4,0.1
OI00073278,O0041712,P0068,1,139.1,0.0
OI00073299,O0041723,P0169,1,187.72,0.0
OI00073314,O0041733,P0067,1,284.03,0.0
OI00073323,O0041738,P0169,1,183.56,0.0
OI00073324,O0041738,P0160,1,24.56,0.0
OI00073342,O0041747,P0092,1,201.28,0.15
OI00073343,O0041747,P0046,1,328.9,0.2
OI00073358,O0041757,P0071,1,112.16,0.0
OI00073367,O0041763,P0062,1,56.89,0.15
OI00073374,O0041768,P0099,1,237.2,0.15
OI00073376,O0041770,P0102,1,51.7,0.0
OI00073377,O0041770,P0079,1,171.02,0.0
OI00073384,O0041775,P0021,1,644.59,0.0
OI00073385,O0041775,P0038,2,476.31,0.0
OI00073386,O0041775,P0067,1,282.04,0.0
OI00073387,O0041775,P0119,1,33.07,0.1
OI00073388,O0041776,P0018,1,1959.51,0.0
OI00073389,O0041776,P0083,1,692.46,0.0
OI00073390,O0041776,P0084,1,642.73,0.0
OI00073397,O0041781,P0154,1,57.09,0.0
OI00073398,O0041781,P0036,2,735.0,0.2
OI00073399,O0041781,P0149,2,18.15,0.0
OI00073419,O0041794,P0118,1,129.54,0.0
OI00073422,O0041797,P0136,1,81.87,0.0
OI00073423,O0041797,P0048,1,56.61,0.1
OI00073424,O0041797,P0037,1,534.85,0.25
OI00073430,O0041801,P0042,1,121.55,0.0
OI00073431,O0041801,P0021,1,618.72,0.05
OI00073450,O0041811,P0083,1,739.08,0.0
OI00073451,O0041811,P0171,1,38.0,0.2
OI00073468,O0041818,P0097,1,141.09,0.0
OI00073469,O0041818,P0075,1,53.88,0.0
OI00073475,O0041823,P0120,1,318.04,0.05
OI00073476,O0041823,P0135,1,190.69,0.25
OI00073480,O0041825,P0093,1,86.55,0.1
OI00073481,O0041825,P0163,1,18.07,0.0
OI00073484,O0041828,P0080,2,233.57,0.0
OI00073485,O0041828,P0031,1,1331.18,0.05
OI00073502,O0041838,P0134,1,133.96,0.0
OI00073503,O0041838,P0172,1,22.39,0.0
OI00073507,O0041842,P0036,1,705.76,0.0
OI00073508,O0041842,P0106,1,132.81,0.0
OI00073509,O0041843,P0113,1,98.84,0.0
OI00073511,O0041845,P0074,1,253.06,0.0
OI00073524,O0041852,P0088,1,311.02,0.0
OI00073525,O0041852,P0097,1,136.69,0.0
OI00073527,O0041854,P0063,1,59.46,0.0
OI00073528,O0041854,P0083,1,741.02,0.0
OI00073529,O0041854,P0087,1,495.46,0.05
OI00073545,O0041862,P0126,1,183.58,0.0
OI00073555,O0041870,P0089,1,355.23,0.0
OI00073561,O0041874,P0031,1,1363.34,0.05
OI00073562,O0041874,P0124,1,63.24,0.05
OI00073575,O0041881,P0124,1,66.06,0.0
OI00073580,O0041885,P0079,1,176.32,0.15
OI00073581,O0041886,P0002,1,938.7,0.0
OI00073612,O0041901,P0163,1,18.28,0.0
OI00073618,O0041905,P0039,1,528.01,0.1
OI00073655,O0041929,P0145,1,166.18,0.0
OI00073708,O0041959,P0093,1,83.52,0.0
OI00073709,O0041959,P0130,1,30.57,0.0
OI00073727,O0041971,P0143,1,109.26,0.0
OI00073728,O0041971,P0069,1,96.71,0.0
OI00073729,O0041971,P0086,1,50.16,0.0
OI00073730,O0041971,P0075,1,51.14,0.05
OI00073731,O0041972,P0056,1,127.89,0.0
OI00073732,O0041972,P0115,1,66.76,0.0
OI00073737,O0041976,P0125,1,295.6,0.0
OI00073750,O0041988,P0094,1,73.71,0.0
OI00073751,O0041988,P0169,2,183.13,0.15
OI00073752,O0041989,P0037,1,542.18,0.1
OI00073753,O0041989,P0085,1,478.23,0.0
OI00073754,O0041989,P0090,1,204.01,0.0
OI00073755,O0041989,P0059,2,51.05,0.0
OI00073757,O0041991,P0167,1,123.26,0.1
OI00073783,O0042006,P0142,1,12.58,0.0
OI00073784,O0042006,P0140,1,15.28,0.05
OI00073785,O0042006,P0173,1,46.38,0.0
OI00073793,O0042011,P0122,1,384.58,0.0
OI00073803,O0042016,P0072,1,170.02,0.0
OI00073811,O0042021,P0137,1,25.47,0.0
OI00073813,O0042023,P0157,1,119.93,0.0
OI00073814,O0042023,P0006,1,2155.1,0.0
OI00073815,O0042023,P0141,1,24.18,0.0
OI00073828,O0042029,P0088,1,301.81,0.15
OI00073842,O0042035,P0168,1,61.44,0.0
OI00073851,O0042040,P0144,2,13.86,0.0
OI00073852,O0042040,P0119,3,31.86,0.0
OI00073853,O0042041,P0161,1,61.97,0.0
OI00073854,O0042041,P0078,1,134.35,0.0
OI00073855,O0042041,P0162,1,19.29,0.0
OI00073871,O0042048,P0146,1,53.48,0.0
OI00073872,O0042048,P0164,1,39.72,0.05
OI00073873,O0042049,P0076,1,121.46,0.0
OI00073903,O0042068,P0042,1,123.31,0.15
OI00073904,O0042068,P0057,1,130.69,0.1
OI00073924,O0042081,P0174,1,17.9,0.0
OI00073925,O0042081,P0176,1,134.45,0.25
OI00073926,O0042081,P0085,1,491.53,0.0
OI00073927,O0042081,P0042,1,118.59,0.0
OI00073928,O0042082,P0081,1,400.22,0.0
OI00073929,O0042082,P0098,1,316.51,0.0
OI00073931,O0042084,P0080,2,235.47,0.1
OI00073932,O0042084,P0099,1,239.28,0.0
OI00073950,O0042096,P0104,1,29.85,0.0
OI00073968,O0042107,P0136,1,84.17,0.15
OI00073969,O0042107,P0043,1,290.08,0.0
OI00073970,O0042107,P0028,1,1202.78,0.0
OI00074001,O0042126,P0022,1,868.85,0.0
OI00074002,O0042127,P0128,2,70.8,0.0
OI00074039,O0042152,P0092,1,194.38,0.0
OI00074040,O0042152,P0074,1,256.04,0.0
OI00074041,O0042153,P0167,1,126.65,0.05
OI00074042,O0042153,P0119,1,33.08,0.0
OI00074043,O0042154,P0088,1,302.51,0.0
OI00074044,O0042154,P0174,1,18.67,0.0
OI00074047,O0042156,P0059,1,50.19,0.15
OI00074048,O0042157,P0104,1,29.43,0.0
OI00074049,O0042158,P0069,1,95.36,0.0
OI00074057,O0042164,P0157,1,120.78,0.0
OI00074070,O0042171,P0128,1,69.42,0.0
OI00074087,O0042183,P0170,1,9.32,0.1
OI00074111,O0042196,P0086,1,49.59,0.0
OI00074112,O0042196,P0174,1,18.2,0.0
OI00074113,O0042197,P0159,2,183.82,0.0
OI00074129,O0042207,P0080,1,244.69,0.0
OI00074130,O0042207,P0047,1,132.2,0.0
OI00074132,O0042209,P0057,1,134.4,0.0
OI00074133,O0042209,P0100,1,62.07,0.05
OI00074138,O0042212,P0071,1,112.08,0.0
OI00074156,O0042221,P0036,1,708.3,0.0
OI00074157,O0042221,P0048,1,54.89,0.0
OI00074158,O0042221,P0127,1,159.15,0.0
OI00074168,O0042228,P0067,1,281.55,0.05
OI00074172,O0042231,P0120,1,327.4,0.05
OI00074204,O0042248,P0087,1,488.9,0.0
OI00074205,O0042248,P0159,1,182.14,0.0
OI00074211,O0042253,P0049,1,328.72,0.0
OI00074231,O0042263,P0044,1,119.5,0.0
OI00074232,O0042263,P0121,2,146.18,0.0
OI00074233,O0042263,P0047,2,136.92,0.0
OI00074242,O0042268,P0101,1,127.6,0.0
OI00074243,O0042268,P0027,1,854.15,0.15
OI00074244,O0042268,P0066,1,264.38,0.15
OI00074245,O0042268,P0158,1,67.96,0.0
OI00074262,O0042278,P0177,1,22.56,0.0
OI00074263,O0042278,P0150,1,11.68,0.0
OI00074264,O0042278,P0026,1,1182.4,0.0
OI00074273,O0042284,P0063,1,57.57,0.0
OI00074285,O0042292,P0137,1,26.18,0.0
OI00074286,O0042292,P0175,1,11.53,0.0
OI00074287,O0042293,P0106,1,127.42,0.0
OI00074320,O0042313,P0004,1,984.53,0.0
OI00074321,O0042313,P0133,1,10.02,0.0
OI00074322,O0042313,P0135,1,184.33,0.0
OI00074323,O0042314,P0021,1,632.96,0.0
OI00074329,O0042318,P0117,1,30.65,0.15
OI00074337,O0042323,P0169,1,184.91,0.0
OI00074338,O0042323,P0153,1,43.38,0.0
OI00074351,O0042332,P0019,1,412.72,0.0
OI00074413,O0042367,P0172,1,22.07,0.05
OI00074414,O0042367,P0002,1,933.05,0.0
OI00074415,O0042367,P0081,2,400.09,0.15
OI00074416,O0042368,P0119,1,32.45,0.05
OI00074417,O0042368,P0085,1,494.61,0.0
OI00074453,O0042391,P0126,1,188.2,0.0
OI00074454,O0042391,P0123,1,49.84,0.0
OI00074458,O0042394,P0133,2,9.98,0.0
OI00074468,O0042401,P0039,1,554.88,0.05
OI00074472,O0042404,P0156,1,89.7,0.0
OI00074473,O0042404,P0066,1,268.68,0.0
OI00074477,O0042407,P0142,1,13.05,0.0
OI00074478,O0042407,P0158,3,68.91,0.0
OI00074479,O0042407,P0049,3,333.15,0.0
OI00074480,O0042407,P0137,1,26.12,0.0
OI00074494,O0042415,P0128,1,72.04,0.0
OI00074495,O0042415,P0110,2,73.66,0.0
OI00074507,O0042422,P0053,1,352.73,0.0
OI00074532,O0042436,P0106,1,129.6,0.1
OI00074533,O0042436,P0110,2,70.84,0.0
OI00074545,O0042445,P0047,1,134.64,0.0
OI00074546,O0042445,P0089,1,356.12,0.0
OI00074569,O0042460,P0142,1,12.45,0.1
OI00074570,O0042460,P0119,1,32.67,0.0
OI00074574,O0042462,P0031,1,1287.62,0.15
OI00074575,O0042462,P0086,1,48.69,0.1
OI00074581,O0042465,P0148,1,15.26,0.0
OI00074582,O0042465,P0066,2,267.28,0.0
OI00074583,O0042465,P0163,1,18.08,0.0
OI00074585,O0042467,P0097,1,141.38,0.0
OI00074606,O0042479,P0073,1,100.25,0.0
OI00074607,O0042479,P0003,2,1233.18,0.0
OI00074618,O0042486,P0007,1,1993.72,0.0
OI00074619,O0042486,P0047,1,136.86,0.1
OI00074623,O0042489,P0132,1,29.49,0.0
OI00074643,O0042502,P0121,1,143.79,0.1
OI00074653,O0042507,P0153,1,44.31,0.05
OI00074654,O0042507,P0047,1,140.5,0.0
OI00074660,O0042512,P0032,1,920.38,0.0
OI00074676,O0042522,P0081,1,404.66,0.1
OI00074677,O0042522,P0151,2,19.72,0.0
OI00074681,O0042525,P0026,1,1148.82,0.2
OI00074715,O0042544,P0146,1,52.27,0.0
OI00074739,O0042556,P0075,1,56.6,0.0
OI00074740,O0042557,P0062,1,55.56,0.0
OI00074747,O0042562,P0065,1,313.83,0.0
OI00074748,O0042562,P0048,2,55.16,0.0
OI00074756,O0042568,P0108,1,40.83,0.1
OI00074757,O0042568,P0120,1,333.83,0.0
OI00074775,O0042578,P0069,2,99.58,0.1
OI00074776,O0042579,P0094,2,74.19,0.1
OI00074777,O0042579,P0142,1,12.65,0.0
OI00074794,O0042592,P0045,1,417.78,0.0
OI00074803,O0042599,P0075,1,53.33,0.05
OI00074820,O0042610,P0158,2,66.22,0.0
OI00074823,O0042612,P0170,1,9.51,0.05
OI00074824,O0042612,P0137,1,26.67,0.05
OI00074825,O0042613,P0074,1,260.3,0.0
OI00074826,O0042613,P0152,1,15.39,0.0
OI00074837,O0042621,P0168,1,61.32,0.0
OI00074874,O0042644,P0108,1,41.78,0.0
OI00074875,O0042644,P0061,1,388.64,0.1
OI00074876,O0042644,P0019,1,405.67,0.0
OI00074877,O0042645,P0085,2,488.52,0.15
OI00074878,O0042645,P0174,1,17.63,0.0
OI00074890,O0042652,P0089,1,349.04,0.0
OI00074891,O0042652,P0055,1,332.72,0.0
OI00074905,O0042659,P0058,1,148.96,0.0
OI00074916,O0042665,P0083,1,732.98,0.0
OI00074917,O0042665,P0036,1,716.57,0.0
OI00074918,O0042665,P0028,1,1248.45,0.0
OI00074934,O0042673,P0120,1,335.74,0.2
OI00074969,O0042691,P0127,1,160.01,0.0
OI00074971,O0042693,P0150,1,11.52,0.0
OI00074981,O0042700,P0070,1,55.79,0.0
OI00074982,O0042700,P0022,1,872.05,0.0
OI00074983,O0042700,P0169,1,182.92,0.0
OI00074984,O0042700,P0046,1,334.44,0.0
OI00074990,O0042705,P0019,1,400.19,0.0
OI00074991,O0042706,P0007,1,2030.25,0.0
OI00075023,O0042727,P0029,1,521.2,0.15
OI00075024,O0042727,P0060,1,138.1,0.15
OI00075025,O0042727,P0096,1,82.96,0.1
OI00075045,O0042740,P0152,1,14.5,0.1
OI00075046,O0042740,P0087,1,491.86,0.0
OI00075070,O0042756,P0115,2,65.16,0.15
OI00075071,O0042756,P0122,1,386.09,0.0
OI00075072,O0042756,P0140,1,15.59,0.0
OI00075077,O0042760,P0031,1,1332.59,0.0
OI00075078,O0042760,P0020,1,531.27,0.0
OI00075079,O0042761,P0059,1,50.25,0.0
OI00075080,O0042761,P0093,1,86.2,0.05
OI00075084,O0042765,P0076,1,119.5,0.0
OI00075098,O0042773,P0061,1,381.57,0.25
OI00075121,O0042788,P0131,1,49.35,0.0
OI00075149,O0042801,P0022,1,841.21,0.05
OI00075152,O0042803,P0146,1,52.56,0.0
OI00075153,O0042803,P0006,1,2157.91,0.0
OI00075162,O0042808,P0067,1,284.18,0.0
OI00075174,O0042817,P0163,1,18.6,0.0
OI00075175,O0042817,P0144,1,14.16,0.25
OI00075194,O0042828,P0165,1,40.41,0.1
OI00075195,O0042829,P0138,2,34.28,0.0
OI00075215,O0042841,P0053,1,347.14,0.1
OI00075225,O0042847,P0168,1,62.07,0.0
OI00075238,O0042855,P0025,2,425.45,0.05
OI00075239,O0042855,P0174,1,18.1,0.25
OI00075251,O0042861,P0078,1,133.98,0.0
OI00075261,O0042866,P0102,1,49.52,0.0
OI00075270,O0042871,P0137,1,26.33,0.05
OI00075271,O0042871,P0172,1,22.29,0.0
OI00075272,O0042871,P0085,1,470.59,0.0
OI00075273,O0042871,P0174,1,18.49,0.0
OI00075279,O0042874,P0178,1,11.17,0.0
OI00075280,O0042874,P0108,3,42.51,0.1
OI00075281,O0042874,P0165,2,39.47,0.0
OI00075282,O0042874,P0112,1,39.12,0.1
OI00075290,O0042880,P0026,1,1168.54,0.0
OI00075314,O0042896,P0137,1,25.8,0.15
OI00075315,O0042896,P0055,1,333.38,0.0
OI00075361,O0042924,P0053,2,366.3,0.0
OI00075387,O0042939,P0162,2,18.61,0.05
OI00075388,O0042939,P0117,1,30.59,0.25
OI00075389,O0042940,P0062,2,56.07,0.0
OI00075465,O0042982,P0167,1,125.38,0.0
OI00075466,O0042982,P0137,1,25.93,0.0
OI00075467,O0042983,P0169,1,184.61,0.0
OI00075468,O0042983,P0100,1,61.26,0.0
OI00075469,O0042983,P0058,1,148.64,0.15
OI00075470,O0042983,P0075,1,55.17,0.0
OI00075471,O0042984,P0108,1,41.77,0.0
OI00075472,O0042984,P0054,1,57.18,0.0
OI00075473,O0042984,P0170,1,9.25,0.0
OI00075474,O0042985,P0156,1,89.58,0.0
OI00075475,O0042985,P0124,1,65.76,0.15
OI00075489,O0042994,P0097,1,140.54,0.0
OI00075497,O0042999,P0073,1,93.7,0.0
OI00075509,O0043008,P0078,1,128.48,0.1
OI00075515,O0043012,P0134,1,129.91,0.0
OI00075516,O0043012,P0160,1,24.31,0.0
OI00075517,O0043012,P0175,1,12.17,0.0
OI00075527,O0043017,P0092,3,201.82,0.25
OI00075536,O0043021,P0061,2,377.6,0.25
OI00075546,O0043028,P0092,1,190.04,0.0
OI00075550,O0043032,P0084,1,629.07,0.0
OI00075554,O0043035,P0151,1,19.88,0.0
OI00075555,O0043035,P0014,1,816.11,0.0
OI00075564,O0043042,P0056,1,125.56,0.0
OI00075575,O0043048,P0011,1,1066.84,0.0
OI00075576,O0043049,P0026,1,1176.29,0.0
OI00075577,O0043049,P0040,1,1004.69,0.0
OI00075578,O0043049,P0011,1,1065.04,0.1
OI00075583,O0043053,P0026,1,1191.02,0.0
OI00075584,O0043053,P0013,1,1048.84,0.0
OI00075585,O0043053,P0111,2,285.87,0.0
OI00075590,O0043057,P0163,1,18.43,0.05
OI00075591,O0043057,P0151,1,18.8,0.0
OI00075592,O0043057,P0081,1,404.96,0.0
OI00075610,O0043068,P0134,1,129.86,0.05
OI00075611,O0043068,P0004,1,1026.21,0.0
OI00075621,O0043074,P0026,1,1193.31,0.0
OI00075641,O0043086,P0138,1,35.44,0.0
OI00075646,O0043089,P0058,1,145.97,0.0
OI00075647,O0043089,P0085,1,511.49,0.0
OI00075667,O0043102,P0117,1,31.37,0.0
OI00075668,O0043102,P0179,1,81.42,0.0
OI00075722,O0043135,P0129,1,300.91,0.0
OI00075723,O0043136,P0024,1,509.47,0.0
OI00075724,O0043136,P0068,1,144.33,0.0
OI00075735,O0043144,P0042,1,117.08,0.0
OI00075746,O0043152,P0050,1,91.6,0.0
OI00075748,O0043154,P0054,1,56.26,0.15
OI00075749,O0043154,P0178,1,10.63,0.15
OI00075783,O0043174,P0123,2,51.26,0.0
OI00075791,O0043179,P0141,1,23.54,0.0
OI00075792,O0043179,P0077,1,408.37,0.0
OI00075793,O0043180,P0005,1,1326.94,0.1
OI00075807,O0043190,P0065,1,322.21,0.05
OI00075808,O0043190,P0177,1,23.52,0.0
OI00075816,O0043195,P0080,1,236.65,0.05
OI00075817,O0043195,P0161,1,62.55,0.0
OI00075827,O0043202,P0105,1,128.42,0.0
OI00075828,O0043202,P0086,1,48.47,0.0
OI00075829,O0043202,P0088,1,301.25,0.0
OI00075830,O0043202,P0028,1,1258.79,0.0
OI00075839,O0043210,P0123,1,49.47,0.0
OI00075840,O0043210,P0097,3,142.24,0.0
OI00075841,O0043211,P0142,1,12.58,0.05
OI00075842,O0043211,P0094,1,73.2,0.0
OI00075843,O0043211,P0058,1,154.76,0.0
OI00075866,O0043226,P0034,2,553.99,0.0
OI00075896,O0043244,P0172,1,21.72,0.0
OI00075906,O0043249,P0136,1,83.89,0.0
OI00075907,O0043249,P0014,1,840.66,0.1
OI00075924,O0043258,P0047,1,137.69,0.0
OI00075929,O0043263,P0130,2,30.95,0.0
OI00075930,O0043263,P0014,1,844.03,0.0
OI00075934,O0043267,P0126,2,184.27,0.0
OI00075935,O0043268,P0031,1,1324.84,0.0
OI00075936,O0043268,P0091,1,172.59,0.0
OI00075937,O0043268,P0048,1,55.31,0.0
OI00075953,O0043278,P0039,2,530.34,0.0
OI00075954,O0043278,P0070,1,53.42,0.0
OI00075955,O0043278,P0054,2,56.73,0.2
OI00075964,O0043283,P0147,1,77.55,0.1
OI00075971,O0043289,P0130,1,30.33,0.1
OI00075972,O0043289,P0155,1,48.1,0.0
OI00075973,O0043289,P0166,1,32.86,0.0
OI00075974,O0043289,P0093,1,84.38,0.0
OI00075978,O0043292,P0139,2,24.53,0.0
OI00075979,O0043292,P0099,1,243.46,0.0
OI00075987,O0043297,P0120,1,330.32,0.1
OI00075988,O0043297,P0158,1,67.71,0.0
OI00075989,O0043297,P0014,1,787.91,0.0
OI00075992,O0043300,P0070,2,54.0,0.1
OI00075999,O0043305,P0004,1,1023.6,0.0
OI00076026,O0043318,P0142,1,12.89,0.0
OI00076027,O0043318,P0067,1,287.7,0.0
OI00076056,O0043333,P0084,1,625.3,0.0
OI00076057,O0043333,P0093,1,84.58,0.0
OI00076058,O0043333,P0007,1,2069.2,0.0
OI00076059,O0043333,P0059,1,50.3,0.05
OI00076065,O0043337,P0029,1,545.16,0.0
OI00076070,O0043340,P0062,2,57.73,0.0
OI00076071,O0043340,P0151,1,19.31,0.0
OI00076113,O0043361,P0056,1,131.6,0.0
OI00076114,O0043361,P0042,2,118.99,0.0
OI00076115,O0043361,P0057,1,134.08,0.0
OI00076144,O0043377,P0112,1,39.64,0.0
OI00076145,O0043378,P0045,1,420.87,0.0
OI00076156,O0043383,P0031,1,1336.36,0.0
OI00076157,O0043383,P0122,1,389.53,0.0
OI00076165,O0043389,P0009,1,1238.84,0.0
OI00076166,O0043389,P0164,2,40.01,0.0
OI00076167,O0043389,P0099,1,224.36,0.0
OI00076177,O0043397,P0043,1,297.08,0.1
OI00076178,O0043397,P0075,1,54.99,0.0
OI00076179,O0043397,P0088,1,303.14,0.0
OI00076199,O0043409,P0069,1,100.34,0.0
OI00076207,O0043415,P0106,1,123.7,0.1
OI00076233,O0043427,P0136,1,85.32,0.15
OI00076234,O0043427,P0028,1,1222.69,0.0
OI00076235,O0043427,P0064,1,133.81,0.1
OI00076244,O0043433,P0084,1,621.64,0.0
OI00076245,O0043433,P0041,2,238.17,0.05
OI00076266,O0043443,P0063,1,58.9,0.0
OI00076269,O0043446,P0006,1,2155.06,0.0
OI00076280,O0043451,P0003,1,1157.07,0.05
OI00076288,O0043455,P0070,1,52.53,0.0
OI00076289,O0043455,P0147,1,79.82,0.0
OI00076290,O0043455,P0042,1,113.58,0.0
OI00076291,O0043455,P0148,1,15.21,0.0
OI00076326,O0043475,P0178,1,11.34,0.0
OI00076327,O0043475,P0041,3,238.86,0.0
OI00076335,O0043480,P0140,2,16.11,0.1
OI00076336,O0043480,P0003,1,1183.31,0.0
OI00076346,O0043486,P0034,1,531.16,0.05
OI00076378,O0043507,P0105,1,128.77,0.0
OI00076379,O0043507,P0133,1,9.86,0.0
OI00076386,O0043511,P0120,1,341.32,0.0
OI00076399,O0043519,P0178,1,11.12,0.05
OI00076416,O0043531,P0145,1,168.07,0.0
OI00076423,O0043537,P0080,1,241.52,0.0
OI00076424,O0043537,P0073,1,99.99,0.0
OI00076425,O0043537,P0173,1,44.78,0.0
OI00076444,O0043548,P0006,1,2221.96,0.15
OI00076453,O0043553,P0090,1,202.28,0.0
OI00076454,O0043553,P0127,1,161.85,0.0
OI00076455,O0043553,P0017,1,1598.71,0.0
