order_id,customer_id,order_date,channel,store_id,order_status,payment_method,shipping_fee
O0054657,C013100,2024-12-19,Store,S002,Completed,Credit Card,0.0
O0054662,C002768,2024-12-19,Store,S014,Completed,Credit Card,0.0
O0054680,C015545,2024-12-19,Online,,Completed,Credit Card,3.83
O0054681,C014574,2024-12-19,Online,,Completed,Debit Card,0.96
O0054684,C026014,2024-12-19,Online,,Completed,Credit Card,1.22
O0054686,C019842,2024-12-19,Store,S010,Completed,Credit Card,0.0
O0054696,C012921,2024-12-19,Online,,Completed,Credit Card,13.58
O0054698,C012043,2024-12-19,Store,S007,Completed,Gift Card,0.0
O0054712,C015801,2024-12-19,Online,,Completed,Debit Card,2.96
O0054741,C013633,2024-12-19,Store,S013,Completed,Credit Card,0.0
O0054742,C027449,2024-12-19,Store,S007,Completed,Credit Card,0.0
O0054749,C021207,2024-12-19,Pickup,S005,Completed,Credit Card,0.0
O0054796,C012706,2024-12-20,Online,,Completed,Credit Card,2.76
O0054799,C001476,2024-12-20,Pickup,S014,Completed,Digital Wallet,0.0
O0054807,C002141,2024-12-20,Store,S003,Returned,Credit Card,0.0
O0054817,C014798,2024-12-20,Online,,Completed,Credit Card,0.57
O0054836,C021012,2024-12-20,Store,S016,Completed,Debit Card,0.0
O0054839,C027152,2024-12-20,Online,,Completed,Credit Card,12.55
O0054857,C020713,2024-12-20,Online,,Returned,Digital Wallet,7.39
O0054863,C014658,2024-12-20,Store,S014,Completed,Credit Card,0.0
O0054871,C006935,2024-12-20,Online,,Returned,Credit Card,10.53
O0054875,C017116,2024-12-20,Online,,Completed,Gift Card,1.55
O0054888,C021522,2024-12-20,Online,,Completed,Debit Card,4.54
O0054897,C006726,2024-12-21,Online,,Completed,Credit Card,5.93
O0054918,C028266,2024-12-21,Store,S005,Completed,Credit Card,0.0
O0054933,C022334,2024-12-21,Online,,Returned,Digital Wallet,9.31
O0054941,C004449,2024-12-21,Online,,Completed,Digital Wallet,2.84
O0054947,C004846,2024-12-21,Pickup,S001,Completed,Debit Card,0.0
O0054949,C023588,2024-12-21,Store,S005,Completed,Digital Wallet,0.0
O0054968,C025275,2024-12-21,Online,,Completed,Credit Card,6.58
O0054974,C015336,2024-12-21,Online,,Cancelled,Digital Wallet,3.2
O0054976,C010715,2024-12-21,Pickup,S011,Completed,Digital Wallet,0.0
O0054978,C020137,2024-12-21,Online,,Completed,Debit Card,3.39
O0054985,C018697,2024-12-21,Store,S016,Completed,Debit Card,0.0
O0054987,C003726,2024-12-21,Store,S015,Completed,Credit Card,0.0
O0054995,C004141,2024-12-21,Store,S004,Completed,Debit Card,0.0
O0055007,C006935,2024-12-21,Pickup,S010,Completed,Debit Card,0.0
O0055010,C027603,2024-12-21,Store,S002,Completed,Gift Card,0.0
O0055018,C023668,2024-12-21,Online,,Completed,Credit Card,4.77
O0055029,C004304,2024-12-21,Online,,Completed,Credit Card,7.62
O0055030,C020085,2024-12-21,Online,,Completed,Digital Wallet,3.44
O0055033,C019536,2024-12-21,Online,,Completed,Credit Card,1.63
O0055034,C024134,2024-12-21,Online,,Cancelled,Credit Card,17.97
O0055036,C016484,2024-12-21,Online,,Completed,Digital Wallet,11.23
O0055056,C005648,2024-12-22,Store,S004,Completed,Digital Wallet,0.0
O0055070,C006715,2024-12-22,Online,,Completed,Credit Card,7.78
O0055081,C002715,2024-12-22,Online,,Returned,Credit Card,5.09
O0055085,C000035,2024-12-22,Store,S007,Completed,Gift Card,0.0
O0055093,C009732,2024-12-22,Pickup,S002,Completed,Credit Card,0.0
O0055096,C019081,2024-12-22,Pickup,S016,Cancelled,Credit Card,0.0
O0055132,C008677,2024-12-22,Store,S004,Completed,Gift Card,0.0
O0055138,C020162,2024-12-22,Pickup,S016,Completed,Digital Wallet,0.0
O0055140,C013495,2024-12-22,Online,,Completed,Credit Card,3.67
O0055158,C005139,2024-12-22,Online,,Completed,Credit Card,4.14
O0055163,C021791,2024-12-22,Online,,Completed,Digital Wallet,12.83
O0055170,C003980,2024-12-22,Store,S008,Completed,Debit Card,0.0
O0055172,C029218,2024-12-22,Online,,Completed,Credit Card,7.31
O0055174,C008958,2024-12-22,Online,,Completed,Credit Card,5.17
O0055202,C026759,2024-12-23,Store,S015,Completed,Credit Card,0.0
O0055218,C005872,2024-12-23,Online,,Completed,Digital Wallet,9.15
O0055233,C008488,2024-12-23,Store,S016,Returned,Debit Card,0.0
O0055242,C020605,2024-12-23,Store,S006,Completed,Credit Card,0.0
O0055244,C002202,2024-12-23,Online,,Completed,Digital Wallet,0.99
O0055254,C009919,2024-12-23,Store,S013,Completed,Credit Card,0.0
O0055263,C009332,2024-12-23,Online,,Completed,Digital Wallet,14.86
O0055270,C003965,2024-12-23,Online,,Completed,Credit Card,2.93
O0055277,C009166,2024-12-23,Online,,Completed,Gift Card,2.1
O0055285,C015023,2024-12-23,Store,S006,Returned,Debit Card,0.0
O0055290,C011583,2024-12-23,Online,,Completed,Debit Card,4.47
O0055294,C010815,2024-12-23,Online,,Completed,Debit Card,1.63
O0055297,C021243,2024-12-23,Online,,Returned,Debit Card,7.54
O0055313,C014749,2024-12-23,Store,S015,Completed,Digital Wallet,0.0
O0055335,C008091,2024-12-24,Pickup,S007,Completed,Credit Card,0.0
O0055350,C028613,2024-12-24,Online,,Completed,Credit Card,3.87
O0055357,C012284,2024-12-24,Store,S016,Completed,Debit Card,0.0
O0055390,C001110,2024-12-24,Online,,Completed,Credit Card,4.26
O0055399,C017688,2024-12-24,Online,,Completed,Credit Card,3.62
O0055403,C023350,2024-12-24,Online,,Completed,Gift Card,6.24
O0055404,C009428,2024-12-24,Pickup,S010,Completed,Debit Card,0.0
O0055406,C022097,2024-12-24,Online,,Completed,Credit Card,2.75
O0055417,C008736,2024-12-24,Online,,Returned,Digital Wallet,1.73
O0055421,C017279,2024-12-24,Online,,Completed,Debit Card,5.12
O0055422,C009565,2024-12-24,Online,,Completed,Credit Card,2.19
O0055424,C016089,2024-12-24,Online,,Completed,Digital Wallet,8.19
O0055453,C007692,2024-12-24,Store,S015,Completed,Credit Card,0.0
O0055461,C016116,2024-12-25,Online,,Completed,Digital Wallet,2.42
O0055478,C005392,2024-12-25,Online,,Completed,Debit Card,10.42
O0055486,C016602,2024-12-25,Store,S006,Completed,Gift Card,0.0
O0055499,C017829,2024-12-25,Online,,Cancelled,Gift Card,12.35
O0055501,C021939,2024-12-25,Pickup,S008,Completed,Credit Card,0.0
O0055509,C017625,2024-12-25,Online,,Completed,Debit Card,7.75
O0055518,C014958,2024-12-25,Pickup,S012,Completed,Credit Card,0.0
O0055524,C002519,2024-12-25,Store,S016,Completed,Digital Wallet,0.0
O0055534,C020028,2024-12-25,Online,,Completed,Digital Wallet,3.35
O0055537,C008732,2024-12-25,Store,S010,Completed,Debit Card,0.0
O0055544,C000368,2024-12-25,Store,S001,Completed,Credit Card,0.0
O0055552,C013272,2024-12-25,Online,,Completed,Credit Card,7.63
O0055562,C006217,2024-12-25,Store,S004,Completed,Digital Wallet,0.0
O0055568,C001806,2024-12-25,Online,,Completed,Debit Card,7.23
O0055573,C000658,2024-12-25,Store,S005,Completed,Credit Card,0.0
O0055578,C011891,2024-12-25,Store,S008,Completed,Debit Card,0.0
O0055582,C000431,2024-12-25,Online,,Completed,Digital Wallet,3.22
O0055585,C028262,2024-12-25,Online,,Completed,Credit Card,1.2
O0055603,C013641,2024-12-25,Pickup,S009,Completed,Debit Card,0.0
O0055606,C016149,2024-12-25,Online,,Completed,Debit Card,5.82
O0055615,C025289,2024-12-26,Store,S007,Completed,Credit Card,0.0
O0055616,C026634,2024-12-26,Online,,Completed,Credit Card,4.21
O0055617,C003319,2024-12-26,Online,,Completed,Digital Wallet,5.79
O0055620,C013659,2024-12-26,Online,,Completed,Credit Card,2.03
O0055635,C017434,2024-12-26,Store,S016,Completed,Debit Card,0.0
O0055636,C017472,2024-12-26,Store,S010,Completed,Gift Card,0.0
O0055638,C027305,2024-12-26,Online,,Completed,Credit Card,3.8
O0055641,C014619,2024-12-26,Online,,Returned,Debit Card,11.71
O0055643,C005800,2024-12-26,Online,,Returned,Debit Card,3.75
O0055646,C006629,2024-12-26,Store,S013,Completed,Credit Card,0.0
O0055650,C013558,2024-12-26,Store,S012,Completed,Credit Card,0.0
O0055657,C012336,2024-12-26,Online,,Completed,Credit Card,2.37
O0055661,C016027,2024-12-26,Pickup,S015,Completed,Credit Card,0.0
O0055664,C017434,2024-12-26,Online,,Completed,Credit Card,7.92
O0055665,C003059,2024-12-26,Store,S009,Completed,Digital Wallet,0.0
O0055677,C005860,2024-12-26,Store,S003,Completed,Credit Card,0.0
O0055716,C019682,2024-12-26,Online,,Completed,Credit Card,6.71
O0055717,C004116,2024-12-26,Store,S004,Completed,Debit Card,0.0
O0055721,C017674,2024-12-26,Store,S014,Returned,Debit Card,0.0
O0055727,C022370,2024-12-27,Store,S001,Returned,Debit Card,0.0
O0055749,C010430,2024-12-27,Online,,Completed,Digital Wallet,4.55
O0055751,C011151,2024-12-27,Store,S003,Completed,Credit Card,0.0
O0055761,C005781,2024-12-27,Online,,Completed,Debit Card,13.27
O0055770,C027684,2024-12-27,Online,,Completed,Credit Card,5.92
O0055772,C021553,2024-12-27,Store,S005,Completed,Digital Wallet,0.0
O0055788,C022522,2024-12-27,Store,S007,Completed,Credit Card,0.0
O0055789,C003830,2024-12-27,Store,S009,Completed,Debit Card,0.0
O0055790,C006188,2024-12-27,Online,,Returned,Digital Wallet,2.72
O0055800,C006506,2024-12-27,Pickup,S015,Completed,Credit Card,0.0
O0055811,C003116,2024-12-27,Store,S005,Completed,Digital Wallet,0.0
O0055813,C017732,2024-12-27,Online,,Completed,Credit Card,1.15
O0055817,C021612,2024-12-27,Store,S009,Completed,Debit Card,0.0
O0055825,C021784,2024-12-27,Pickup,S012,Completed,Credit Card,0.0
O0055831,C015300,2024-12-27,Online,,Completed,Credit Card,5.21
O0055836,C017593,2024-12-27,Store,S005,Completed,Credit Card,0.0
O0055904,C018552,2024-12-28,Pickup,S006,Completed,Credit Card,0.0
O0055906,C023598,2024-12-28,Online,,Completed,Credit Card,0.75
O0055909,C017121,2024-12-28,Store,S006,Completed,Credit Card,0.0
O0055920,C004169,2024-12-28,Store,S001,Completed,Digital Wallet,0.0
O0055956,C011074,2024-12-28,Store,S010,Completed,Debit Card,0.0
O0055957,C010388,2024-12-28,Store,S005,Completed,Credit Card,0.0
O0055971,C027318,2024-12-28,Online,,Completed,Credit Card,5.68
O0055977,C009382,2024-12-28,Online,,Completed,Credit Card,5.72
O0055981,C014658,2024-12-28,Store,S014,Completed,Credit Card,0.0
O0055988,C026446,2024-12-28,Online,,Completed,Debit Card,3.11
O0055989,C014802,2024-12-28,Store,S009,Completed,Credit Card,0.0
O0055992,C010691,2024-12-28,Store,S008,Completed,Credit Card,0.0
O0055995,C026555,2024-12-28,Store,S011,Completed,Debit Card,0.0
O0056016,C003384,2024-12-29,Store,S003,Completed,Debit Card,0.0
O0056017,C013119,2024-12-29,Pickup,S002,Completed,Credit Card,0.0
O0056022,C029416,2024-12-29,Store,S006,Completed,Credit Card,0.0
O0056029,C029295,2024-12-29,Online,,Completed,Digital Wallet,7.0
O0056037,C009154,2024-12-29,Store,S012,Completed,Credit Card,0.0
O0056050,C001691,2024-12-29,Online,,Completed,Credit Card,23.81
O0056063,C009947,2024-12-29,Online,,Completed,Gift Card,1.56
O0056072,C020805,2024-12-29,Pickup,S001,Completed,Credit Card,0.0
O0056100,C000743,2024-12-29,Online,,Completed,Debit Card,5.59
O0056108,C018572,2024-12-29,Store,S004,Completed,Gift Card,0.0
O0056116,C022706,2024-12-29,Store,S012,Completed,Digital Wallet,0.0
O0056126,C026747,2024-12-29,Online,,Completed,Credit Card,5.75
O0056129,C024449,2024-12-29,Online,,Completed,Credit Card,12.53
O0056134,C010203,2024-12-29,Store,S007,Returned,Credit Card,0.0
O0056139,C026736,2024-12-29,Store,S002,Completed,Credit Card,0.0
O0056143,C027726,2024-12-29,Store,S013,Completed,Debit Card,0.0
O0056146,C020770,2024-12-29,Store,S013,Completed,Credit Card,0.0
O0056152,C020157,2024-12-30,Online,,Completed,Credit Card,1.0
O0056160,C003704,2024-12-30,Store,S005,Completed,Credit Card,0.0
O0056164,C027069,2024-12-30,Store,S013,Completed,Debit Card,0.0
O0056165,C026226,2024-12-30,Online,,Completed,Digital Wallet,10.6
O0056175,C014574,2024-12-30,Online,,Completed,Credit Card,1.94
O0056177,C001617,2024-12-30,Store,S008,Completed,Credit Card,0.0
O0056187,C003399,2024-12-30,Store,S009,Completed,Gift Card,0.0
O0056188,C001413,2024-12-30,Store,S013,Completed,Debit Card,0.0
O0056194,C023693,2024-12-30,Online,,Completed,Debit Card,7.55
O0056209,C014338,2024-12-30,Pickup,S005,Completed,Digital Wallet,0.0
O0056213,C018714,2024-12-30,Store,S008,Completed,Digital Wallet,0.0
O0056215,C009846,2024-12-30,Pickup,S011,Completed,Gift Card,0.0
O0056227,C002857,2024-12-30,Online,,Completed,Debit Card,0.87
O0056230,C004982,2024-12-30,Online,,Completed,Debit Card,8.82
O0056231,C018153,2024-12-30,Online,,Completed,Credit Card,4.85
O0056237,C005019,2024-12-30,Store,S002,Completed,Credit Card,0.0
O0056258,C005506,2024-12-30,Online,,Completed,Digital Wallet,5.8
O0056270,C015845,2024-12-30,Pickup,S002,Completed,Credit Card,0.0
O0056271,C021922,2024-12-30,Online,,Completed,Digital Wallet,2.69
O0056285,C023424,2024-12-31,Store,S014,Completed,Digital Wallet,0.0
O0056288,C013521,2024-12-31,Online,,Returned,Digital Wallet,6.42
O0056290,C014466,2024-12-31,Online,,Completed,Debit Card,5.72
O0056292,C029340,2024-12-31,Online,,Completed,Credit Card,22.42
O0056306,C013009,2024-12-31,Store,S004,Completed,Debit Card,0.0
O0056319,C014460,2024-12-31,Store,S015,Cancelled,Debit Card,0.0
O0056322,C004297,2024-12-31,Store,S011,Completed,Debit Card,0.0
O0056325,C012682,2024-12-31,Online,,Completed,Credit Card,2.03
O0056326,C022569,2024-12-31,Pickup,S002,Returned,Debit Card,0.0
O0056331,C001337,2024-12-31,Store,S001,Completed,Credit Card,0.0
O0056342,C007937,2024-12-31,Pickup,S003,Completed,Credit Card,0.0
O0056350,C019641,2024-12-31,Store,S005,Completed,Credit Card,0.0
O0056352,C027364,2024-12-31,Store,S011,Completed,Gift Card,0.0
O0056369,C019880,2024-12-31,Store,S003,Completed,Debit Card,0.0
O0056380,C000402,2024-12-31,Store,S012,Completed,Debit Card,0.0
O0056387,C027812,2024-12-31,Store,S005,Completed,Debit Card,0.0
O0056390,C000912,2024-12-31,Store,S013,Completed,Credit Card,0.0
O0056393,C013361,2024-12-31,Store,S008,Completed,Credit Card,0.0
O0056401,C007648,2024-12-31,Store,S016,Returned,Debit Card,0.0
O0056406,C022860,2024-12-31,Online,,Returned,Digital Wallet,2.69
O0056408,C022475,2024-12-31,Online,,Completed,Credit Card,0.26
O0056409,C026263,2024-12-31,Store,S011,Returned,Credit Card,0.0
O0056413,C002287,2024-12-31,Store,S011,Completed,Debit Card,0.0
O0056416,C004342,2024-12-31,Store,S005,Completed,Digital Wallet,0.0
O0056421,C022799,2024-12-31,Online,,Completed,Credit Card,0.91
O0056424,C001176,2025-01-01,Store,S006,Completed,Debit Card,0.0
O0056438,C011592,2025-01-01,Online,,Completed,Digital Wallet,5.44
O0056449,C018009,2025-01-01,Pickup,S001,Completed,Credit Card,0.0
O0056455,C007327,2025-01-01,Online,,Completed,Debit Card,4.24
O0056464,C014153,2025-01-01,Store,S002,Completed,Credit Card,0.0
O0056467,C002586,2025-01-01,Store,S004,Completed,Debit Card,0.0
O0056470,C010306,2025-01-01,Pickup,S015,Completed,Credit Card,0.0
O0056476,C027316,2025-01-01,Pickup,S015,Completed,Credit Card,0.0
O0056486,C023662,2025-01-01,Store,S001,Completed,Credit Card,0.0
O0056490,C028510,2025-01-02,Online,,Completed,Digital Wallet,12.89
O0056491,C000742,2025-01-02,Store,S010,Completed,Debit Card,0.0
O0056492,C007768,2025-01-02,Online,,Completed,Credit Card,2.37
O0056502,C002251,2025-01-02,Store,S006,Completed,Digital Wallet,0.0
O0056503,C028784,2025-01-02,Online,,Completed,Debit Card,2.67
O0056512,C025419,2025-01-02,Online,,Completed,Credit Card,19.54
O0056529,C026799,2025-01-02,Store,S002,Completed,Credit Card,0.0
O0056543,C023110,2025-01-02,Store,S001,Completed,Debit Card,0.0
O0056546,C001148,2025-01-02,Online,,Completed,Credit Card,7.91
O0056551,C012456,2025-01-02,Store,S013,Completed,Credit Card,0.0
O0056555,C021944,2025-01-02,Online,,Completed,Digital Wallet,11.35
O0056557,C024557,2025-01-02,Online,,Cancelled,Credit Card,13.31
O0056560,C017937,2025-01-03,Store,S007,Completed,Digital Wallet,0.0
O0056563,C027086,2025-01-03,Online,,Completed,Credit Card,6.5
O0056567,C013627,2025-01-03,Online,,Completed,Credit Card,6.11
O0056572,C028882,2025-01-03,Online,,Returned,Credit Card,3.64
O0056578,C015615,2025-01-03,Online,,Completed,Digital Wallet,7.37
O0056595,C012696,2025-01-03,Store,S004,Completed,Digital Wallet,0.0
O0056606,C018701,2025-01-03,Online,,Completed,Digital Wallet,7.31
O0056621,C002763,2025-01-04,Pickup,S002,Completed,Credit Card,0.0
O0056632,C017867,2025-01-04,Store,S012,Returned,Gift Card,0.0
O0056634,C003330,2025-01-04,Online,,Completed,Credit Card,8.06
O0056646,C025176,2025-01-04,Store,S008,Completed,Credit Card,0.0
O0056648,C027271,2025-01-04,Online,,Completed,Debit Card,12.34
O0056650,C022569,2025-01-04,Online,,Completed,Credit Card,0.39
O0056651,C015228,2025-01-04,Online,,Cancelled,Debit Card,15.28
O0056657,C012627,2025-01-04,Online,,Completed,Digital Wallet,3.07
O0056660,C004085,2025-01-04,Online,,Completed,Credit Card,3.96
O0056663,C029204,2025-01-04,Online,,Completed,Credit Card,6.35
O0056666,C010388,2025-01-04,Store,S006,Completed,Digital Wallet,0.0
O0056672,C016557,2025-01-04,Online,,Completed,Debit Card,7.12
O0056674,C008674,2025-01-04,Online,,Completed,Credit Card,1.76
O0056691,C021286,2025-01-04,Online,,Completed,Credit Card,3.87
O0056696,C019287,2025-01-04,Store,S009,Completed,Credit Card,0.0
O0056712,C022546,2025-01-05,Online,,Returned,Credit Card,1.69
O0056718,C012877,2025-01-05,Online,,Completed,Credit Card,6.29
O0056727,C026663,2025-01-05,Online,,Completed,Credit Card,10.04
O0056731,C017497,2025-01-05,Pickup,S008,Completed,Debit Card,0.0
O0056734,C023234,2025-01-05,Store,S011,Completed,Debit Card,0.0
O0056735,C017245,2025-01-05,Online,,Completed,Debit Card,12.32
O0056744,C018702,2025-01-05,Store,S002,Completed,Credit Card,0.0
O0056746,C008091,2025-01-05,Store,S007,Completed,Credit Card,0.0
O0056756,C013009,2025-01-05,Store,S003,Completed,Digital Wallet,0.0
O0056777,C003902,2025-01-05,Store,S008,Completed,Digital Wallet,0.0
O0056793,C014354,2025-01-06,Store,S013,Completed,Credit Card,0.0
O0056797,C020433,2025-01-06,Online,,Completed,Debit Card,3.07
O0056799,C010393,2025-01-06,Online,,Completed,Credit Card,7.06
O0056803,C013125,2025-01-06,Store,S005,Completed,Gift Card,0.0
O0056804,C020257,2025-01-06,Store,S011,Completed,Credit Card,0.0
O0056812,C010145,2025-01-06,Online,,Completed,Credit Card,2.77
O0056824,C019842,2025-01-06,Online,,Completed,Digital Wallet,4.61
O0056828,C005788,2025-01-06,Store,S016,Completed,Credit Card,0.0
O0056835,C027749,2025-01-06,Online,,Completed,Credit Card,4.61
O0056836,C015957,2025-01-06,Online,,Completed,Credit Card,4.45
O0056841,C001766,2025-01-06,Pickup,S004,Returned,Credit Card,0.0
O0056861,C025984,2025-01-07,Store,S008,Completed,Digital Wallet,0.0
O0056869,C009876,2025-01-07,Online,,Completed,Credit Card,5.05
O0056877,C016216,2025-01-07,Store,S002,Completed,Debit Card,0.0
O0056881,C011092,2025-01-07,Online,,Completed,Debit Card,8.83
O0056886,C028822,2025-01-07,Store,S008,Completed,Debit Card,0.0
O0056891,C029869,2025-01-07,Online,,Completed,Credit Card,7.37
O0056894,C000231,2025-01-07,Online,,Completed,Credit Card,5.36
O0056896,C014304,2025-01-07,Online,,Completed,Credit Card,3.48
O0056899,C016309,2025-01-07,Store,S007,Completed,Credit Card,0.0
O0056910,C002950,2025-01-07,Online,,Completed,Digital Wallet,1.87
O0056913,C010856,2025-01-07,Online,,Completed,Credit Card,27.61
O0056922,C012692,2025-01-07,Online,,Completed,Gift Card,8.65
O0056932,C026592,2025-01-08,Online,,Completed,Credit Card,1.4
O0056933,C004126,2025-01-08,Pickup,S006,Completed,Credit Card,0.0
O0056954,C010945,2025-01-08,Store,S016,Completed,Credit Card,0.0
O0056961,C010981,2025-01-08,Store,S006,Completed,Credit Card,0.0
O0056980,C005554,2025-01-08,Store,S001,Completed,Digital Wallet,0.0
O0056987,C009873,2025-01-08,Store,S002,Completed,Debit Card,0.0
O0056990,C002981,2025-01-08,Online,,Completed,Debit Card,8.97
O0057006,C020006,2025-01-09,Store,S011,Returned,Debit Card,0.0
O0057012,C024742,2025-01-09,Store,S012,Completed,Debit Card,0.0
O0057013,C012260,2025-01-09,Online,,Completed,Debit Card,8.06
O0057020,C013272,2025-01-09,Store,S016,Completed,Digital Wallet,0.0
O0057023,C004169,2025-01-09,Store,S001,Completed,Debit Card,0.0
O0057024,C004668,2025-01-09,Online,,Completed,Credit Card,14.37
O0057029,C010017,2025-01-09,Online,,Completed,Credit Card,0.84
O0057032,C009673,2025-01-09,Pickup,S004,Completed,Debit Card,0.0
O0057038,C027000,2025-01-09,Online,,Completed,Credit Card,0.45
O0057040,C018040,2025-01-09,Online,,Completed,Digital Wallet,19.22
O0057041,C010856,2025-01-09,Store,S008,Completed,Credit Card,0.0
O0057054,C008486,2025-01-09,Online,,Completed,Credit Card,5.3
O0057064,C000981,2025-01-10,Store,S002,Completed,Credit Card,0.0
O0057081,C005253,2025-01-10,Store,S009,Completed,Gift Card,0.0
O0057086,C012692,2025-01-10,Store,S016,Completed,Digital Wallet,0.0
O0057091,C017500,2025-01-10,Online,,Completed,Credit Card,7.88
O0057093,C014764,2025-01-10,Pickup,S001,Completed,Debit Card,0.0
O0057098,C003116,2025-01-10,Pickup,S007,Completed,Digital Wallet,0.0
O0057130,C015182,2025-01-10,Store,S002,Completed,Credit Card,0.0
O0057157,C022810,2025-01-11,Online,,Completed,Digital Wallet,2.09
O0057160,C029405,2025-01-11,Store,S016,Completed,Digital Wallet,0.0
O0057164,C011401,2025-01-11,Store,S008,Completed,Credit Card,0.0
O0057172,C026395,2025-01-11,Store,S001,Completed,Credit Card,0.0
O0057188,C002648,2025-01-11,Online,,Completed,Credit Card,5.66
O0057191,C019272,2025-01-11,Store,S004,Completed,Digital Wallet,0.0
O0057195,C011239,2025-01-11,Online,,Completed,Debit Card,3.79
O0057214,C002905,2025-01-12,Store,S007,Completed,Debit Card,0.0
O0057215,C027271,2025-01-12,Online,,Completed,Digital Wallet,7.68
O0057218,C024126,2025-01-12,Online,,Completed,Debit Card,3.32
O0057230,C026388,2025-01-12,Store,S002,Completed,Credit Card,0.0
O0057231,C008371,2025-01-12,Online,,Completed,Credit Card,14.74
O0057241,C004852,2025-01-12,Online,,Completed,Debit Card,1.91
O0057250,C010245,2025-01-12,Store,S007,Completed,Debit Card,0.0
O0057255,C022655,2025-01-12,Store,S011,Completed,Credit Card,0.0
O0057262,C028784,2025-01-12,Online,,Completed,Debit Card,3.54
O0057271,C028702,2025-01-12,Online,,Completed,Credit Card,3.87
O0057280,C028631,2025-01-12,Online,,Completed,Digital Wallet,6.49
O0057281,C001024,2025-01-12,Online,,Completed,Credit Card,7.92
O0057282,C020087,2025-01-12,Online,,Completed,Credit Card,13.45
O0057283,C017500,2025-01-12,Online,,Completed,Credit Card,15.13
O0057287,C025355,2025-01-13,Store,S010,Completed,Digital Wallet,0.0
O0057292,C020641,2025-01-13,Online,,Completed,Digital Wallet,0.86
O0057293,C018087,2025-01-13,Store,S014,Completed,Credit Card,0.0
O0057298,C023663,2025-01-13,Pickup,S004,Completed,Debit Card,0.0
O0057301,C015948,2025-01-13,Store,S003,Completed,Debit Card,0.0
O0057302,C005326,2025-01-13,Store,S004,Returned,Debit Card,0.0
O0057304,C010651,2025-01-13,Store,S008,Completed,Credit Card,0.0
O0057307,C024782,2025-01-13,Store,S002,Completed,Credit Card,0.0
O0057310,C000313,2025-01-13,Online,,Completed,Gift Card,11.74
O0057311,C021144,2025-01-13,Online,,Completed,Digital Wallet,10.34
O0057317,C001816,2025-01-13,Online,,Completed,Credit Card,1.6
O0057323,C022844,2025-01-13,Store,S005,Completed,Digital Wallet,0.0
O0057333,C023132,2025-01-13,Store,S007,Completed,Debit Card,0.0
O0057352,C015638,2025-01-14,Store,S004,Completed,Credit Card,0.0
O0057356,C023843,2025-01-14,Online,,Completed,Credit Card,10.97
O0057365,C025466,2025-01-14,Online,,Completed,Credit Card,18.53
O0057392,C005815,2025-01-14,Online,,Completed,Credit Card,7.58
O0057395,C028116,2025-01-14,Online,,Completed,Credit Card,6.8
O0057398,C024790,2025-01-14,Pickup,S003,Completed,Credit Card,0.0
O0057401,C002930,2025-01-14,Store,S002,Completed,Digital Wallet,0.0
O0057414,C017698,2025-01-15,Online,,Completed,Credit Card,9.46
O0057422,C008872,2025-01-15,Store,S016,Completed,Credit Card,0.0
O0057430,C013469,2025-01-15,Online,,Completed,Gift Card,2.23
O0057432,C011409,2025-01-15,Online,,Completed,Gift Card,5.91
O0057452,C021968,2025-01-15,Pickup,S008,Completed,Debit Card,0.0
O0057461,C015063,2025-01-15,Online,,Completed,Digital Wallet,6.47
O0057463,C018765,2025-01-15,Online,,Completed,Debit Card,11.84
O0057472,C019272,2025-01-15,Store,S004,Completed,Debit Card,0.0
O0057477,C007086,2025-01-16,Online,,Completed,Credit Card,6.0
O0057478,C020778,2025-01-16,Store,S006,Completed,Credit Card,0.0
O0057486,C007250,2025-01-16,Online,,Completed,Credit Card,3.28
O0057492,C004814,2025-01-16,Store,S006,Completed,Debit Card,0.0
O0057495,C025628,2025-01-16,Online,,Completed,Credit Card,16.57
O0057496,C011772,2025-01-16,Online,,Completed,Credit Card,8.28
O0057498,C017386,2025-01-16,Store,S009,Completed,Debit Card,0.0
O0057503,C012137,2025-01-16,Store,S004,Completed,Digital Wallet,0.0
O0057506,C027651,2025-01-16,Pickup,S016,Completed,Credit Card,0.0
O0057523,C017787,2025-01-16,Store,S009,Completed,Debit Card,0.0
O0057559,C008414,2025-01-17,Store,S013,Returned,Digital Wallet,0.0
O0057569,C007979,2025-01-17,Store,S003,Completed,Credit Card,0.0
O0057584,C026051,2025-01-17,Online,,Completed,Credit Card,1.73
O0057590,C007250,2025-01-17,Online,,Returned,Digital Wallet,3.38
O0057602,C020543,2025-01-17,Online,,Returned,Gift Card,2.44
O0057618,C024449,2025-01-18,Online,,Completed,Credit Card,8.5
O0057619,C013087,2025-01-18,Online,,Completed,Digital Wallet,3.8
O0057620,C023717,2025-01-18,Store,S014,Completed,Debit Card,0.0
O0057621,C009162,2025-01-18,Online,,Completed,Gift Card,2.62
O0057624,C027937,2025-01-18,Online,,Completed,Digital Wallet,7.45
O0057625,C006240,2025-01-18,Online,,Completed,Digital Wallet,5.98
O0057629,C018087,2025-01-18,Store,S013,Completed,Digital Wallet,0.0
O0057641,C013578,2025-01-18,Online,,Completed,Credit Card,0.62
O0057643,C029204,2025-01-18,Pickup,S006,Completed,Debit Card,0.0
O0057667,C015988,2025-01-18,Online,,Completed,Credit Card,18.45
O0057671,C022965,2025-01-18,Pickup,S014,Completed,Credit Card,0.0
